id,startTime,origin,destination,totalPower,graph,minimumCapacity,chargeLevelInterval,optimizedCost,optimizedCostDuration,optimizedDuration,optimizedDurationFinancialCost,endTime,error
5dc609edf1f,1.68516E+12,"{""latitude"":59.34368796730657,""longitude"":13.224928621689791}","{""latitude"":58.66635010076049,""longitude"":12.906077140574833}",22539.83764,,43,50,41.91666032,15702.82456,,,,
7519d23c79d,1.68455E+12,"{""latitude"":58.49052220265228,""longitude"":14.354659350134549}","{""latitude"":57.8810850653377,""longitude"":15.560314356652857}",22686.55884,,43,50,80.89076217,14810.51469,14358.99677,91.33791315,1.68455E+12,
4e29cc192d1,1.68448E+12,"{""latitude"":60.19471660900925,""longitude"":17.139480507097854}","{""latitude"":58.89047505090523,""longitude"":16.12150551862322}",23829.48015,,22,25,36.60186989,13511.42992,13251.51108,45.1196632,1.68448E+12,
4d7b803250e,1.68486E+12,"{""latitude"":58.657754922211105,""longitude"":15.540983678845329}","{""latitude"":57.48447494189779,""longitude"":14.215721797091081}",23916.22702,,43,50,52.09133146,10803.0106,10090.61327,52.09351887,1.68486E+12,
cb982d557aa,1.6851E+12,"{""latitude"":58.92366096537642,""longitude"":16.06249322607156}","{""latitude"":57.47714208716891,""longitude"":15.989159097929678}",24497.96668,,43,50,46.82943431,13881.23485,13881.23485,46.82943431,1.6851E+12,
6034d4339a4,1.68516E+12,"{""latitude"":58.04961472974496,""longitude"":14.114332091527091}","{""latitude"":59.70728857030091,""longitude"":14.553604938905954}",24956.02431,,43,50,52.49960794,15679.70767,15610.70301,74.84120275,1.68516E+12,
96e2cbf0491,1.68493E+12,"{""latitude"":59.536007872291435,""longitude"":13.264754449869091}","{""latitude"":59.310789002972335,""longitude"":16.146756600135735}",25135.32733,,43,50,,,,,,
d3f2779792f,1.68487E+12,"{""latitude"":56.181601361929474,""longitude"":14.503906380666066}","{""latitude"":57.480663280912886,""longitude"":12.967496430055672}",25217.76519,,43,50,58.21643153,17009.24712,15915.71157,113.9931651,1.68487E+12,
0369b240c95,1.6849E+12,"{""latitude"":58.26547998083126,""longitude"":14.966128060364603}","{""latitude"":59.71693532202109,""longitude"":14.172951135714117}",25327.67193,,43,50,53.74616648,13150.47064,12968.88428,89.46460573,1.6849E+12,
ea5dc82a82b,1.68494E+12,"{""latitude"":56.08208959918496,""longitude"":13.630535210276742}","{""latitude"":57.586001011427335,""longitude"":14.749856306101929}",25533.57313,,43,50,55.51354381,14558.60379,14558.60379,55.51354381,1.68495E+12,
c76cd083573,1.6849E+12,"{""latitude"":59.21763139332773,""longitude"":12.45463553278949}","{""latitude"":57.55897408481059,""longitude"":13.129313023550433}",25836.06407,,43,50,66.65836839,18746.76943,18255.09629,102.0238422,1.6849E+12,
7d5420c227c,1.6851E+12,"{""latitude"":56.171843618802825,""longitude"":15.862131390177861}","{""latitude"":57.426271036739635,""longitude"":13.595935388095693}",25836.10453,,43,50,77.23668069,17174.31297,15684.65518,129.5550485,1.6851E+12,
69e4446dedd,1.68517E+12,"{""latitude"":59.65588636500286,""longitude"":13.05918504784689}","{""latitude"":58.220224529531485,""longitude"":13.945327924794332}",25847.2368,,43,50,61.70787087,17090.34558,,,,
1f645468532,1.68454E+12,"{""latitude"":59.96925181503942,""longitude"":16.03919681878315}","{""latitude"":59.265971705405725,""longitude"":13.855825317367586}",26002.18495,,43,50,50.87760552,13821.71211,13054.14493,54.93090435,1.68454E+12,
b5c9f56e5f7,1.68453E+12,"{""latitude"":57.04566859493332,""longitude"":12.281371704354571}","{""latitude"":58.797603471636215,""longitude"":12.489618365908683}",26514.21465,,43,50,,,,,,
d6d0569973c,1.68495E+12,"{""latitude"":57.78874040634859,""longitude"":14.215752483994843}","{""latitude"":59.14543258292607,""longitude"":15.582348823924868}",26705.67175,,43,50,56.03466976,13548.52071,11803.21102,57.70863882,1.68495E+12,
557425455a3,1.68452E+12,"{""latitude"":57.281905670586255,""longitude"":15.039412489067782}","{""latitude"":55.652646838450586,""longitude"":13.830106933473598}",26795.42204,,43,50,99.77379435,18376.26458,16996.24868,107.5720647,1.68452E+12,
5526e570934,1.68494E+12,"{""latitude"":58.92620309695853,""longitude"":11.177665671790507}","{""latitude"":59.74152068840645,""longitude"":13.54084264909976}",26860.44063,,43,50,75.74802801,18627.70651,17261.38104,108.5099498,1.68494E+12,
ed57554ea68,1.68493E+12,"{""latitude"":59.080518518519455,""longitude"":16.509528930414646}","{""latitude"":58.2711100732043,""longitude"":13.527425678404812}",26971.44859,,43,50,73.44194303,17486.00829,17486.00829,73.44194303,1.68493E+12,
ae1018dcbf2,1.68516E+12,"{""latitude"":56.59695997050567,""longitude"":16.44497072927133}","{""latitude"":58.32481188240806,""longitude"":15.419926416335796}",27067.62768,,43,50,68.36514951,18592.62557,18275.73199,117.1973992,1.68516E+12,
d731cf5304f,1.68487E+12,"{""latitude"":59.41672471895467,""longitude"":16.781967119560434}","{""latitude"":57.88075555856804,""longitude"":16.074507916315202}",27140.48168,,43,50,74.18362419,16139.9,16139.9,74.18362419,1.68487E+12,
37f3e94068b,1.68487E+12,"{""latitude"":59.54265018346228,""longitude"":13.187177513708411}","{""latitude"":59.38444961897967,""longitude"":16.28709659819509}",27159.64185,,43,50,,,,,,
d50b352efb7,1.68489E+12,"{""latitude"":56.440974190201274,""longitude"":15.498389062409005}","{""latitude"":58.42622054073195,""longitude"":15.142257524258227}",27238.98745,,43,50,105.0428489,17899.9095,17899.9095,105.0428489,1.68489E+12,
0f392a89077,1.68493E+12,"{""latitude"":58.387973175338516,""longitude"":12.77619534010801}","{""latitude"":56.981621239875196,""longitude"":12.81209675696429}",27528.7122,,43,50,,,,,,
dc79d6e5da7,1.68454E+12,"{""latitude"":59.47395241905886,""longitude"":15.675762060510014}","{""latitude"":59.808470835038044,""longitude"":18.765144567098375}",27555.86512,,43,50,53.0955427,14369.03761,12696.04002,58.38902702,1.68454E+12,
c0f3a6f476a,1.68511E+12,"{""latitude"":57.25068636446074,""longitude"":12.42814656712223}","{""latitude"":59.06576591656169,""longitude"":12.135323126117541}",27694.74306,,43,50,,,,,,
3294fc4c847,1.68498E+12,"{""latitude"":58.895940164524255,""longitude"":15.092697738093822}","{""latitude"":59.95584806666344,""longitude"":12.669111488118325}",28103.1515,,43,50,66.173188,15960.53402,,,,
e50030aca2d,1.68449E+12,"{""latitude"":60.23301952977527,""longitude"":13.528501890416917}","{""latitude"":59.60549803405616,""longitude"":16.779537207301857}",28294.80221,,43,50,,,,,1.68449E+12,
1653fa0e468,1.68452E+12,"{""latitude"":57.82467629271389,""longitude"":13.23118914234707}","{""latitude"":56.45818042638297,""longitude"":13.61755410141367}",28657.59636,,43,50,79.78359227,12151.49128,10766.17167,89.86609863,1.68452E+12,
73e8f5f7a35,1.68516E+12,"{""latitude"":57.840902583908985,""longitude"":16.056344643758177}","{""latitude"":57.151371071741075,""longitude"":12.68222365427812}",28706.84744,,43,50,117.7116733,21441.39357,19667.13522,137.1104663,1.68516E+12,
65285b66263,1.68489E+12,"{""latitude"":58.086288656792455,""longitude"":12.797810117387819}","{""latitude"":59.53310322344125,""longitude"":14.909585964009123}",28813.43304,,43,50,85.32917636,16547.80633,16361.36655,88.99392028,1.68489E+12,
291eb6df602,1.68487E+12,"{""latitude"":58.91008001556399,""longitude"":16.065094118243493}","{""latitude"":57.78968465585422,""longitude"":13.997192737154998}",29086.26113,,43,50,69.84638783,12640.25063,11570.56604,102.8032334,1.68487E+12,
140b65f00c5,1.68489E+12,"{""latitude"":59.10307911092061,""longitude"":13.575766054200873}","{""latitude"":59.838870532631326,""longitude"":16.362449751845958}",29245.13503,,43,50,,,,,,
2421d28ba12,1.68494E+12,"{""latitude"":58.65932124273432,""longitude"":15.076449044153314}","{""latitude"":57.0631035750067,""longitude"":13.883889986818993}",29274.32428,,43,50,82.83673888,12774.87564,12054.34318,120.4087003,1.68494E+12,
c55d1ef3062,1.68498E+12,"{""latitude"":56.967230487212696,""longitude"":14.994315686193065}","{""latitude"":59.02133220678564,""longitude"":15.26009181602111}",29468.68279,,43,50,84.06305215,19422.1934,18816.20369,84.22814253,1.68498E+12,
e28f067dc40,1.68488E+12,"{""latitude"":56.01216773427321,""longitude"":13.774207119329645}","{""latitude"":56.74647694444681,""longitude"":16.71108800136574}",30101.6756,,43,50,78.56350447,16429.96216,16309.0836,100.8798107,1.68488E+12,
632b78c9733,1.68493E+12,"{""latitude"":57.9594999543844,""longitude"":14.058034877703115}","{""latitude"":58.905822257620535,""longitude"":16.248468276162797}",30284.51497,,43,50,78.40602516,13652.43791,11642.04129,81.63799933,1.68493E+12,
df5e36d129d,1.68516E+12,"{""latitude"":58.09853096980134,""longitude"":11.963124119741915}","{""latitude"":59.07941982658236,""longitude"":15.788641818662558}",30665.51917,,43,50,97.02630259,20041.95775,20041.95775,97.02630259,1.68516E+12,
6ee7002e85d,1.68493E+12,"{""latitude"":58.33243706128435,""longitude"":13.432516522433504}","{""latitude"":56.48193217083844,""longitude"":14.465734226108756}",31100.3055,,43,50,97.76354931,17572.13044,15947.62568,109.5104548,1.68493E+12,
bf44310883b,1.68492E+12,"{""latitude"":59.34790593002504,""longitude"":17.194876561318374}","{""latitude"":58.58479914424328,""longitude"":14.19359705031248}",31178.48376,,43,50,79.95882863,16077.79559,15265.07064,116.1694549,1.68492E+12,
f2081ad1d44,1.68513E+12,"{""latitude"":59.45348652016227,""longitude"":14.728305018929303}","{""latitude"":59.517937254244124,""longitude"":18.211358394116925}",31402.97417,,43,50,83.91285987,15351.92867,13869.10017,88.46861304,1.68513E+12,
81ada44cc00,1.68495E+12,"{""latitude"":57.97534108242738,""longitude"":12.413509059036839}","{""latitude"":56.16246177889886,""longitude"":13.369528940764436}",31811.82226,,43,50,,,,,,
371d8c196d7,1.68513E+12,"{""latitude"":59.39873073052073,""longitude"":12.308939491997583}","{""latitude"":58.979974702353864,""longitude"":16.328312015296696}",31994.49967,,43,50,,,,,,
2c268d6c5b8,1.68515E+12,"{""latitude"":56.779146293510216,""longitude"":16.08365615348079}","{""latitude"":58.253274841240305,""longitude"":13.029617335045216}",32130.04936,,43,50,123.870531,21823.39918,20234.12789,137.2740913,1.68515E+12,
ffbbf1d72f3,1.68499E+12,"{""latitude"":57.03386623951946,""longitude"":13.660643039844889}","{""latitude"":58.45120428314226,""longitude"":11.487033027413071}",32159.69554,,43,50,,,,,,
1ffb16178b9,1.68509E+12,"{""latitude"":57.60452475329334,""longitude"":15.001979325849392}","{""latitude"":58.657268955262936,""longitude"":11.57275712115536}",32348.93751,,43,50,126.1638201,21824.8234,19551.14376,154.9233998,1.68509E+12,
d5ed5bf3f14,1.68453E+12,"{""latitude"":58.47480577851179,""longitude"":16.507485785597652}","{""latitude"":57.520683302330866,""longitude"":13.357985134022314}",32430.03963,,43,50,86.06443872,16826.3952,14609.03405,88.2628102,1.68453E+12,
fcc5bb833a6,1.68509E+12,"{""latitude"":57.36646499954028,""longitude"":16.300189989039428}","{""latitude"":59.320428615119724,""longitude"":16.023730049608826}",32513.29658,,43,50,130.056959,19317.69532,19106.36368,132.9406853,1.68509E+12,
75a4d6ccd8d,1.68488E+12,"{""latitude"":59.06820922090129,""longitude"":15.344328117558891}","{""latitude"":57.648189294119994,""longitude"":12.267387390327528}",32651.34668,,43,50,109.584624,19811.9676,19811.9676,109.584624,1.68488E+12,
1ecc23e7d06,1.68517E+12,"{""latitude"":58.80142313404748,""longitude"":16.988364646960534}","{""latitude"":59.49189682326329,""longitude"":13.031257962117532}",33037.52893,,43,50,116.8771025,19132.82099,19132.82099,116.8771025,1.68517E+12,
80137e6c6ba,1.68487E+12,"{""latitude"":57.828915964132214,""longitude"":12.1008269643432}","{""latitude"":57.776274269587674,""longitude"":15.987980170399588}",33201.59763,,43,50,118.1962114,21080.00787,17972.76854,125.3112202,1.68487E+12,
16cf54daa6d,1.68448E+12,"{""latitude"":58.88609843936454,""longitude"":17.34765319958043}","{""latitude"":58.58804123541031,""longitude"":14.159843977425748}",33219.70674,,22,25,,,,,,
a47cab21be3,1.68487E+12,"{""latitude"":57.82288534554208,""longitude"":13.817959918445172}","{""latitude"":59.73657407397333,""longitude"":15.589032705086453}",33274.85872,,43,50,,,,,1.68487E+12,
86a8d51bda2,1.68514E+12,"{""latitude"":59.40063658153695,""longitude"":14.780798052835134}","{""latitude"":60.055451431695346,""longitude"":18.692778334055124}",33432.19377,,43,50,96.75853679,19101.83659,,,,
f629e065b66,1.68496E+12,"{""latitude"":58.718665064181586,""longitude"":15.224774670941649}","{""latitude"":58.84227083406734,""longitude"":12.294740521909933}",33601.04158,,43,50,,,,,,
d84ef15d2e1,1.68511E+12,"{""latitude"":58.79611393036122,""longitude"":11.959011804262648}","{""latitude"":56.676842685737874,""longitude"":12.758586744773762}",33708.09197,,43,50,,,,,,
e7edddf1808,1.68516E+12,"{""latitude"":59.93487504616871,""longitude"":14.039641447510352}","{""latitude"":57.422145814849706,""longitude"":13.34245597724576}",34307.64665,,43,50,120.7079255,25602.41054,25415.70979,147.3132526,1.68516E+12,
ed20f8606af,1.68499E+12,"{""latitude"":58.20025554191403,""longitude"":16.526660150358484}","{""latitude"":57.95983045729015,""longitude"":13.35297392292616}",34531.48186,,43,50,99.58366659,17485.52536,16069.71556,147.5147336,1.68499E+12,
7e5a028fc3a,1.68492E+12,"{""latitude"":56.86717120597889,""longitude"":14.055420272056661}","{""latitude"":58.578451873007,""longitude"":12.553035917351322}",34735.72076,,43,50,144.4192576,20785.14494,19657.4917,144.4320117,1.68492E+12,
aa5d22262e7,1.68513E+12,"{""latitude"":57.71713152935765,""longitude"":14.549697912363012}","{""latitude"":59.64270769120998,""longitude"":15.024686379219768}",34938.59322,,43,50,96.62883268,17680.84174,16133.17493,118.9150144,1.68514E+12,
56e5d969f07,1.68455E+12,"{""latitude"":59.12275236097175,""longitude"":15.85961288456014}","{""latitude"":57.17419390884367,""longitude"":14.884741268151789}",34996.24083,,43,50,120.1812094,21668.57723,,,,
7089dffd3f3,1.68512E+12,"{""latitude"":57.67690572384936,""longitude"":12.950238543912391}","{""latitude"":55.70442904222757,""longitude"":14.04732791314769}",35145.37201,,43,50,112.6827479,19648.13271,16963.38832,120.1367454,1.68512E+12,
07dcf110f95,1.6849E+12,"{""latitude"":59.7307829815394,""longitude"":13.52579151224718}","{""latitude"":59.86371833738684,""longitude"":16.56718224839623}",35278.28421,,43,50,104.7014233,18723.40604,,,,
bdc7c8409c7,1.68511E+12,"{""latitude"":58.26552748812031,""longitude"":13.312763851111544}","{""latitude"":57.96108129899137,""longitude"":16.312796786209326}",35481.86956,,43,50,106.2382407,19515.96646,,,,
15f50343561,1.68487E+12,"{""latitude"":57.62727844459439,""longitude"":15.620814194277266}","{""latitude"":59.503903280422044,""longitude"":14.214688402464294}",35535.04801,,43,50,125.5949395,22788.13892,21843.74234,133.0055167,1.68488E+12,
ac5aa6cf537,1.68457E+12,"{""latitude"":58.88033075700974,""longitude"":12.287468824821238}","{""latitude"":56.86161315034171,""longitude"":13.033512609785259}",35761.53739,,43,50,,,,,,
c4b9da79ddf,1.68513E+12,"{""latitude"":59.23740748501094,""longitude"":16.476960245157045}","{""latitude"":57.800654952161665,""longitude"":13.745994238298026}",35950.31455,,43,50,127.7277011,18815.87597,16641.91524,134.1005085,1.68513E+12,
2e2672ff4c8,1.68516E+12,"{""latitude"":59.57240130666167,""longitude"":12.919639149330493}","{""latitude"":58.066462320310556,""longitude"":14.970768298150766}",36063.99702,,43,50,,,,,,
4d217827ae2,1.68491E+12,"{""latitude"":57.473751716326014,""longitude"":14.189590676466816}","{""latitude"":59.52200558624307,""longitude"":14.727515234678394}",36433.46699,,43,50,107.7681378,18454.48003,,,,
ad5015ae1b2,1.68511E+12,"{""latitude"":59.87235590002056,""longitude"":13.672752099136453}","{""latitude"":57.450460820384905,""longitude"":14.47370618607492}",36619.18852,,43,50,124.2283134,23940.61195,23669.60079,172.7757023,1.68511E+12,
d57f3ffd0b2,1.68492E+12,"{""latitude"":57.59425071917626,""longitude"":15.75851076000803}","{""latitude"":58.78883453627275,""longitude"":12.878341555684447}",36689.84245,,43,50,165.999357,25789.07465,24491.11732,190.1964919,1.68492E+12,
f4abb0a5a39,1.68488E+12,"{""latitude"":59.938471590740754,""longitude"":16.780758177665874}","{""latitude"":57.89193687406171,""longitude"":15.494248201386142}",36829.29058,,43,50,115.5923306,21033.2195,19371.997,144.4831357,1.68488E+12,
aa511e58d76,1.68457E+12,"{""latitude"":58.6136867825604,""longitude"":16.56797034477184}","{""latitude"":58.4410665060739,""longitude"":13.42595944146657}",36872.02756,,43,50,,,,,,
88a21be0363,1.68491E+12,"{""latitude"":57.563457799472516,""longitude"":16.28442330050762}","{""latitude"":57.726095610314616,""longitude"":11.815612744108192}",36944.30412,,43,50,104.544775,22054.76124,19807.96115,134.2175626,1.68491E+12,
31ce9d121c8,1.68503E+12,"{""latitude"":59.570507810340864,""longitude"":16.88457415837978}","{""latitude"":59.1008781550767,""longitude"":12.480606029556846}",37057.62771,,43,50,,,,,,
be8e5f4fcfe,1.68515E+12,"{""latitude"":57.37611580216845,""longitude"":12.500736894083891}","{""latitude"":59.94713762457541,""longitude"":12.481644738196898}",37394.45556,,43,50,,,,,,
33850e8ec8f,1.68492E+12,"{""latitude"":59.15921361981781,""longitude"":15.685076787215687}","{""latitude"":56.660235635754525,""longitude"":15.392758018418462}",37748.08475,,43,50,187.0488212,26140.45958,24535.25535,210.2384483,1.68492E+12,
698789fb025,1.6851E+12,"{""latitude"":57.09401134081839,""longitude"":15.948432224063238}","{""latitude"":58.70851609346238,""longitude"":12.551536173467113}",37810.04918,,43,50,156.5508215,27268.89087,25731.77153,164.6212684,1.6851E+12,
6f675ac7654,1.68452E+12,"{""latitude"":58.87983617321384,""longitude"":11.42489125944721}","{""latitude"":58.15710845728508,""longitude"":14.611305944899431}",37933.76997,,43,50,142.7211989,23420.9439,21302.63111,146.7545012,1.68452E+12,
969edffefb7,1.68498E+12,"{""latitude"":58.953745427678186,""longitude"":14.717649796831974}","{""latitude"":56.235012467188945,""longitude"":15.704090468644733}",38074.61534,,43,50,152.9177542,26772.29834,25571.52646,168.1840979,1.68498E+12,
4fa33187e2f,1.68487E+12,"{""latitude"":58.36360983180355,""longitude"":12.933817438180151}","{""latitude"":56.527135904546896,""longitude"":16.132764830644007}",38138.81218,,43,50,217.0978997,29681.27569,27899.58787,251.2288845,1.68487E+12,
ab88f4862a7,1.68456E+12,"{""latitude"":58.564063327886295,""longitude"":15.477564946537125}","{""latitude"":60.07842032179804,""longitude"":18.423977426000725}",38144.9491,,43,50,100.4891442,21094.10725,,,,
d7d850af413,1.68497E+12,"{""latitude"":56.789048924645385,""longitude"":14.454800520899445}","{""latitude"":58.88498268961824,""longitude"":15.307617641150683}",38342.9403,,43,50,,,,,,
279e6e98af8,1.68452E+12,"{""latitude"":57.4109099825183,""longitude"":16.60574966623343}","{""latitude"":59.6396775776062,""longitude"":14.694805893122714}",38405.63279,,43,50,144.3712188,25457.95444,24714.23782,151.8664909,1.68452E+12,
8b689501fca,1.68489E+12,"{""latitude"":57.22161938045118,""longitude"":16.999603853550205}","{""latitude"":57.89792667154556,""longitude"":13.500589015406598}",38458.90913,,43,50,152.6624281,29755.83038,28220.99961,202.996988,1.68489E+12,
c463968ffb3,1.6845E+12,"{""latitude"":58.957502738756915,""longitude"":13.52913424093535}","{""latitude"":59.65646582511172,""longitude"":17.16456970557571}",38918.5993,,43,50,,,,,1.6845E+12,
6e27183fbc6,1.68488E+12,"{""latitude"":56.308851377038515,""longitude"":13.674908562124898}","{""latitude"":58.50335660172929,""longitude"":11.808586565978992}",39237.50613,,43,50,,,,,,
509abbf7cb4,1.68497E+12,"{""latitude"":59.876761409297536,""longitude"":16.0307859896884}","{""latitude"":57.57386467611863,""longitude"":14.732263190409778}",39239.35871,,43,50,,,,,,
5e8f22643fb,1.68495E+12,"{""latitude"":57.74752575592794,""longitude"":16.330077071636236}","{""latitude"":55.43523408906351,""longitude"":14.145514063026573}",39386.89456,,43,50,239.9889903,29029.10234,25915.24106,276.7210602,1.68495E+12,
ac5a86f93c5,1.68456E+12,"{""latitude"":59.284828389402485,""longitude"":18.055441387070644}","{""latitude"":58.2954210031894,""longitude"":14.333787403558674}",39497.32102,,43,50,,,,,,
d0711d97087,1.68488E+12,"{""latitude"":57.998326625841614,""longitude"":14.35915730948231}","{""latitude"":60.1520194071856,""longitude"":14.019987362414156}",39792.75197,,43,50,,,,,,
61f59221fca,1.6845E+12,"{""latitude"":60.22496113987268,""longitude"":13.522888467415921}","{""latitude"":59.31347949252361,""longitude"":17.80737661252474}",40011.08566,,43,50,,,,,1.6845E+12,
4c8134590a8,1.68486E+12,"{""latitude"":58.49728113505766,""longitude"":13.439381854715197}","{""latitude"":59.73462648638274,""longitude"":17.778856045272075}",40143.44602,,43,50,142.7076383,21989.99472,19076.22748,172.1943422,1.68486E+12,
78448bc668d,1.6851E+12,"{""latitude"":57.1903422824856,""longitude"":13.547079734361056}","{""latitude"":59.79385614889132,""longitude"":13.375790358525288}",40353.34923,,43,50,166.6252435,26676.03419,25396.61383,247.9781095,1.68511E+12,
8ff35c7555b,1.68489E+12,"{""latitude"":59.85146951425629,""longitude"":15.656188850629794}","{""latitude"":57.17276227909007,""longitude"":15.610149366200247}",40502.3313,,43,50,142.7114128,25908.60648,25128.99911,172.5388025,1.68489E+12,
21fa4315bf8,1.68516E+12,"{""latitude"":59.23760457545041,""longitude"":18.258623820312135}","{""latitude"":58.95105162247,""longitude"":13.635149800840617}",40516.82893,,43,50,,,,,,
8d2529f63f9,1.68495E+12,"{""latitude"":58.58560629071393,""longitude"":12.388651281762424}","{""latitude"":56.56248435428765,""longitude"":15.652179217868607}",40717.96497,,43,50,281.7227789,35021.22884,31315.60163,315.1796043,1.68495E+12,
cc3de8a8f57,1.68512E+12,"{""latitude"":60.100344948444175,""longitude"":16.437270245422944}","{""latitude"":58.971142306941914,""longitude"":13.095496112546197}",40829.84728,,43,50,,,,,,
6cc0594c5f1,1.68451E+12,"{""latitude"":58.86945997637765,""longitude"":15.0022203047928}","{""latitude"":56.44506315196795,""longitude"":14.619086959168023}",40958.67895,,43,50,,,,,,
b4e802d0330,1.68451E+12,"{""latitude"":57.39147566531539,""longitude"":13.043699664431337}","{""latitude"":60.16903750971008,""longitude"":13.035477734738114}",40962.40555,,43,50,,,,,1.68451E+12,
8b04265f66d,1.68449E+12,"{""latitude"":59.74999614778409,""longitude"":15.258122033304417}","{""latitude"":56.75573491879138,""longitude"":15.44271398007956}",41585.5745,,43,50,,,,,,
40a2ec3baf1,1.68514E+12,"{""latitude"":56.59310136502211,""longitude"":14.892055353867747}","{""latitude"":58.66183150300249,""longitude"":12.147241218472447}",41646.64995,,43,50,,,,,1.68514E+12,
c0681666368,1.68516E+12,"{""latitude"":59.229482886119364,""longitude"":15.651582663432258}","{""latitude"":56.786863630988975,""longitude"":16.606431533129246}",41733.59765,,43,50,,,,,1.68516E+12,
1ef4a83fb08,1.68486E+12,"{""latitude"":59.98643456776543,""longitude"":12.907706783057643}","{""latitude"":57.61040834948665,""longitude"":14.697440612151741}",42025.19686,,43,50,,,,,,
4266640b84d,1.68454E+12,"{""latitude"":56.904588619735904,""longitude"":12.839066434587265}","{""latitude"":59.176880460256044,""longitude"":15.469829740858394}",42193.12599,,43,50,162.9352537,24507.9778,21625.61932,169.102039,1.68454E+12,
21f22c637c4,1.68455E+12,"{""latitude"":55.53714120996301,""longitude"":14.306970590857171}","{""latitude"":57.898769719959425,""longitude"":13.461741726342586}",42489.25011,,43,50,170.3162915,24761.29057,22785.66801,206.3724521,1.68455E+12,
298e87b627e,1.68495E+12,"{""latitude"":59.486646695436974,""longitude"":16.540175786035782}","{""latitude"":58.99423649750086,""longitude"":11.758761569623664}",42665.22094,,43,50,,,,,,
9b522ef7066,1.68511E+12,"{""latitude"":58.66493932502083,""longitude"":11.448903906520759}","{""latitude"":59.041579339808216,""longitude"":16.69306756662843}",42750.67464,,43,50,184.3576019,28157.33476,26981.35163,225.6888072,1.68511E+12,
3df77efda19,1.68515E+12,"{""latitude"":59.582486767715395,""longitude"":12.369277226927812}","{""latitude"":57.348321175392265,""longitude"":13.705846286532214}",42914.00871,,43,50,,,,,,
27830554c01,1.68515E+12,"{""latitude"":57.71489456169419,""longitude"":12.738376355746471}","{""latitude"":60.76657005285488,""longitude"":12.524633053278452}",43344.4314,,43,50,177.7137642,33627.05329,32169.21216,240.4514412,1.68515E+12,
6c17ba805bc,1.68456E+12,"{""latitude"":58.83385212521371,""longitude"":11.449312868265885}","{""latitude"":58.3665523196877,""longitude"":15.248507966957115}",43856.49314,,43,50,173.1873924,26860.42685,24246.05944,216.6641639,1.68456E+12,
8b9bd5b436a,1.68494E+12,"{""latitude"":59.071169161342496,""longitude"":16.285635421001256}","{""latitude"":57.12436561779244,""longitude"":13.418522851688392}",44590.58409,,43,50,,,,,,
94208e65003,1.68516E+12,"{""latitude"":60.521388378198935,""longitude"":17.950557736663452}","{""latitude"":60.57895550249668,""longitude"":12.78423428644473}",44797.16231,,43,50,,,,,1.68517E+12,
d8cdda69b8a,1.68493E+12,"{""latitude"":56.90517377857064,""longitude"":15.192370131181665}","{""latitude"":59.28502886884634,""longitude"":12.193464132605115}",45144.64896,,43,50,234.5598818,32833.55956,31548.88552,234.5726359,1.68493E+12,
bb19bca73f8,1.68457E+12,"{""latitude"":56.86421094744362,""longitude"":16.047699179371776}","{""latitude"":58.84820961542679,""longitude"":11.988498689256886}",45370.07999,,43,50,199.171543,32548.42347,30208.73901,265.6018535,1.68457E+12,
86220463fe2,1.68513E+12,"{""latitude"":56.964438038039546,""longitude"":14.539032655089777}","{""latitude"":60.14138506946486,""longitude"":13.71587612020732}",45595.11394,,43,50,228.4081071,30079.27918,28468.61906,278.0449735,1.68513E+12,
809537b8735,1.68511E+12,"{""latitude"":56.799135181957574,""longitude"":14.378814547795038}","{""latitude"":59.101658735779246,""longitude"":12.939439691331605}",45824.0702,,43,50,206.5961787,28622.89313,26924.76796,239.6676769,1.68511E+12,
514d0a7ba3a,1.68493E+12,"{""latitude"":57.10799822962507,""longitude"":16.493468834335}","{""latitude"":58.58703049699357,""longitude"":11.833261173627431}",46138.74292,,43,50,198.5554552,30353.49525,28019.29627,264.8921697,1.68494E+12,
2cc05f3e3b0,1.68491E+12,"{""latitude"":56.388235752404064,""longitude"":13.028200165674626}","{""latitude"":58.427326973462975,""longitude"":15.729567135887347}",46550.82722,,43,50,197.3766207,21750.36969,19424.06363,212.4580745,1.68491E+12,
6f22f7a5a7a,1.68452E+12,"{""latitude"":57.28329722471752,""longitude"":12.756883513788981}","{""latitude"":60.38014784782576,""longitude"":13.197936328216535}",47351.06341,,43,50,,,,,,
76914ff6e78,1.68492E+12,"{""latitude"":56.46179535492542,""longitude"":14.843771852798797}","{""latitude"":58.69634730395872,""longitude"":15.852339148807701}",47365.76689,,43,50,,,,,,
62919c66ff7,1.68499E+12,"{""latitude"":56.91250173268515,""longitude"":14.698582799361162}","{""latitude"":59.04537371713007,""longitude"":16.761699259804676}",47969.54677,,43,50,,,,,,
9a6b43582df,1.68451E+12,"{""latitude"":57.061121950302,""longitude"":14.424548411205318}","{""latitude"":59.59455442499633,""longitude"":12.566172623526247}",47996.6801,,43,50,,,,,,
f0ad7e04ab3,1.68451E+12,"{""latitude"":58.68774173925157,""longitude"":12.971145295193923}","{""latitude"":60.16489430028801,""longitude"":18.227306948557562}",48107.73445,,43,50,184.1017897,26593.13186,,,,
8564ea645c2,1.68516E+12,"{""latitude"":58.83411650667347,""longitude"":11.281370394674019}","{""latitude"":56.737699950160035,""longitude"":15.059446146253528}",48273.1219,,43,50,,,,,,
